Make,Risk Score,Injury Rate,Survival Rate,Total Person
enstrom,1.4771028037383178,0.6338006230529595,0.15669781931464175,214
great lakes,1.4736842105263157,0.5175438596491229,0.043859649122807015,36
robinson helicopter,1.4699074074074074,0.5879629629629629,0.11805555555555555,202
experimental,1.4666666666666668,0.5333333333333333,0.06666666666666667,12
curtiss wright,1.4666666666666668,0.5333333333333333,0.06666666666666667,14
taylor,1.4666666666666666,0.5666666666666667,0.1,8
bell,1.4614337851846362,0.604902433244843,0.14346864806020693,3938
airbus helicopters inc,1.4583333333333333,0.4583333333333333,0.0,7
weedhopper,1.4545454545454546,0.45454545454545453,0.0,12
grumman american,1.4541005291005291,0.5326719576719576,0.07857142857142857,256
bellanca,1.4477159172019987,0.5201641684511064,0.07244825124910778,822
gulfstream american,1.4468253968253968,0.4849206349206349,0.03809523809523809,76
robinson helicopter company,1.4446886446886447,0.6014652014652014,0.15677655677655677,206
head,1.4444444444444446,0.7222222222222222,0.27777777777777773,13
bird,1.4444444444444446,0.6666666666666666,0.2222222222222222,5
morrisey,1.4444444444444444,0.5,0.05555555555555555,16
champion,1.4417808219178083,0.530441400304414,0.08866057838660579,359
textron aviation inc,1.44,0.52,0.08,13
burkhart grob flugzeugbau,1.4375,0.5625,0.125,10
rockwell,1.4297193387158784,0.48192361912085097,0.05220428040497245,314
evolution aircraft inc,1.4285714285714286,0.5,0.07142857142857142,10
velocity,1.4285714285714286,0.42857142857142855,0.0,10
rose,1.4285714285714286,0.42857142857142855,0.0,8
czech sport aircraft as,1.4285714285714286,0.42857142857142855,0.0,9
artic aircraft corp.,1.4285714285714286,0.5714285714285714,0.14285714285714285,12
cosmos,1.4285714285714286,0.5714285714285714,0.14285714285714285,9
hall,1.4285714285714286,0.5952380952380951,0.16666666666666666,13
pipistrel,1.4285714285714286,0.5,0.07142857142857142,10
clark,1.425,0.55,0.125,15
rockwell international,1.423611111111111,0.5034722222222222,0.0798611111111111,45
culver,1.4230769230769231,0.5,0.07692307692307693,18
american aviation,1.4210526315789473,0.4473684210526316,0.02631578947368421,31
md helicopter,1.4174242424242425,0.5628787878787879,0.14545454545454548,61
thorp,1.4166666666666667,0.4583333333333333,0.041666666666666664,19
davis,1.4166666666666667,0.4166666666666667,0.0,12
wheeler,1.4166666666666667,0.4166666666666667,0.0,10
wilson,1.4166666666666667,0.5,0.08333333333333333,8
airborne windsports pty ltd,1.4166666666666667,0.4583333333333333,0.041666666666666664,17
robertson,1.4166666666666665,0.569047619047619,0.15238095238095237,29
arbc inc,1.4166666666666665,0.6666666666666666,0.25,7
cessna,1.414771763985207,0.5311566393763273,0.11638487539112027,24526
maule,1.411,0.546,0.135,308
smith,1.4042792792792793,0.43806306306306303,0.033783783783783786,59
mcculloch,1.4,0.4,0.0,8
"aerostar, s.a",1.4,0.5,0.1,6
long,1.4,0.4,0.0,7
piper,1.3920370102410897,0.4926876439022069,0.1006506336611171,15070
american general aircraft,1.3888888888888888,0.5555555555555556,0.16666666666666666,16
mooney,1.3801402999516206,0.4608659893565554,0.08072568940493469,1446
fairchild hiller,1.3774247491638798,0.5223244147157191,0.14489966555183947,110
unknown,1.3757705479452054,0.43784246575342467,0.062071917808219176,386
cirrus design corp,1.3757309941520468,0.41769005847953217,0.041959064327485376,233
kolb,1.375,0.375,0.0,16
colonial,1.375,0.5,0.125,6
eads socata,1.375,0.625,0.25,6
robbins,1.375,0.375,0.0,6
solo wings,1.375,0.375,0.0,5
bell helicopter,1.3694444444444445,0.6361111111111111,0.26666666666666666,21
aero commander,1.3676212938005392,0.44599618149146447,0.07837488769092543,450
fantasy sky promotions,1.3666666666666667,0.6666666666666666,0.3,15
christen industries,1.3636363636363635,0.4090909090909091,0.045454545454545456,36
vans aircraft,1.3611111111111112,0.4444444444444444,0.08333333333333333,17
gippsland,1.3571428571428572,0.5714285714285714,0.21428571428571427,9
rans,1.346938775510204,0.37755102040816324,0.030612244897959183,69
piper aircraft inc,1.3454545454545455,0.4,0.05454545454545454,23
eurocopter,1.3430588082227426,0.51465977101223,0.1716009627894874,468
sikorsky,1.3392496604328665,0.5402543738421601,0.20100471340929357,624
iv inc.,1.3333333333333335,1.0,0.6666666666666666,3
eagle balloons,1.3333333333333335,0.6666666666666666,0.3333333333333333,6
corporate jets limited,1.3333333333333335,1.1666666666666667,0.8333333333333334,6
hawker siddely,1.3333333333333335,0.8333333333333334,0.5,6
"galaxy balloons, inc.",1.3333333333333335,0.6666666666666666,0.3333333333333333,3
jabiru usa sport aircraft llc,1.3333333333333335,0.5,0.16666666666666666,4
formhals,1.3333333333333335,1.0,0.6666666666666666,3
cesna,1.3333333333333333,0.3333333333333333,0.0,3
eaa biplane,1.3333333333333333,0.3333333333333333,0.0,3
pollard & huntley,1.3333333333333333,0.3333333333333333,0.0,3
walker,1.3333333333333333,0.3333333333333333,0.0,3
thrush,1.3333333333333333,0.3333333333333333,0.0,3
enstrom helicopter corp,1.3333333333333333,0.3333333333333333,0.0,3
eaa,1.3333333333333333,0.5,0.16666666666666666,5
moravan,1.3333333333333333,0.3333333333333333,0.0,3
highcraft,1.3333333333333333,0.3333333333333333,0.0,4
titan aircraft,1.3333333333333333,0.3333333333333333,0.0,3
meyers,1.3333333333333333,0.5,0.16666666666666666,4
schreder,1.3333333333333333,0.3333333333333333,0.0,3
carlson,1.3333333333333333,0.3333333333333333,0.0,3
condor,1.3333333333333333,0.5,0.16666666666666666,4
whittman,1.3333333333333333,0.4444444444444444,0.1111111111111111,7
sportine aviacija,1.3333333333333333,0.3333333333333333,0.0,3
bearhawk,1.3333333333333333,0.3333333333333333,0.0,5
fuji,1.3333333333333333,0.3333333333333333,0.0,8
sonex aircraft,1.3333333333333333,0.3333333333333333,0.0,5
cassutt,1.3333333333333333,0.3333333333333333,0.0,9
carpenter bj/carpenter sa,1.3333333333333333,0.3333333333333333,0.0,3
striplin,1.3333333333333333,0.3333333333333333,0.0,3
powrachute llc,1.3333333333333333,0.6666666666666666,0.3333333333333333,6
sonex,1.3333333333333333,0.3333333333333333,0.0,4
pzl mielec,1.3333333333333333,0.3333333333333333,0.0,3
hawker aircraft ltd,1.3333333333333333,0.3333333333333333,0.0,3
porterfield,1.3333333333333333,0.4166666666666667,0.08333333333333333,8
just,1.3333333333333333,0.3333333333333333,0.0,5
burgess,1.3333333333333333,0.3333333333333333,0.0,3
snyder,1.3333333333333333,0.3333333333333333,0.0,4
agusta spa,1.3333333333333333,0.4166666666666667,0.08333333333333333,15
stol,1.3333333333333333,0.5,0.16666666666666666,9
american champion,1.3333333333333333,0.4166666666666667,0.08333333333333333,10
glasair,1.3333333333333333,0.3611111111111111,0.027777777777777776,27
arion aircraft llc,1.3333333333333333,0.3333333333333333,0.0,4
nebert,1.3333333333333333,0.3333333333333333,0.0,3
sabre,1.3333333333333333,0.3333333333333333,0.0,3
sud aviation,1.3333333333333333,0.3333333333333333,0.0,3
erickson air crane,1.3333333333333333,0.3333333333333333,0.0,3
john h. heiring,1.3333333333333333,0.3333333333333333,0.0,3
muse,1.3333333333333333,0.3333333333333333,0.0,3
aerovodochody,1.3333333333333333,0.3333333333333333,0.0,5
interavia,1.3333333333333333,0.3333333333333333,0.0,3
gross,1.3333333333333333,0.3333333333333333,0.0,3
focke-wulf,1.3333333333333333,0.3333333333333333,0.0,5
nord (sncan),1.3333333333333333,0.3333333333333333,0.0,4
porter,1.3333333333333333,0.5,0.16666666666666666,4
vaughn,1.3333333333333333,0.3333333333333333,0.0,6
cgs aviation,1.3333333333333333,0.3333333333333333,0.0,6
avia stroitel,1.3333333333333333,0.3333333333333333,0.0,3
helio,1.3306165099268548,0.5217868338557994,0.19117032392894462,85
robinson,1.3296511627906977,0.4636212624584718,0.1339700996677741,1215
costruzioni aeronautiche tecna,1.3181818181818181,0.5,0.18181818181818182,17
hawker siddeley,1.317063492063492,0.41865079365079366,0.10158730158730159,69
extra flugzeugbau gmbh,1.3125,0.375,0.0625,11
aerotek,1.3063218390804598,0.40574712643678157,0.09942528735632183,51
hawker beechcraft corporation,1.3,0.4,0.1,11
northwing design,1.3,0.3,0.0,7
"rans, inc.",1.3,0.4,0.1,7
partenavia,1.292857142857143,0.5095238095238096,0.21666666666666665,47
nelson,1.2916666666666667,0.4166666666666667,0.125,10
bensen,1.2916666666666667,0.3333333333333333,0.041666666666666664,13
north american,1.2912777777777777,0.3730833333333333,0.08180555555555555,393
cirrus,1.2884615384615385,0.36645299145299143,0.07799145299145299,167
beech,1.2868039903853215,0.39228757574220907,0.10548358535688757,7188
wood,1.2857142857142858,0.42857142857142855,0.14285714285714285,11
anderson aircraft corp.,1.2857142857142858,0.35714285714285715,0.07142857142857142,11
moore,1.2857142857142858,0.2857142857142857,0.0,9
cirrus design corp.,1.28,0.4652380952380952,0.18523809523809523,81
raytheon aircraft company,1.2766975308641975,0.44645061728395063,0.16975308641975306,127
extra flugzeugbau,1.2692307692307692,0.2692307692307692,0.0,16
universal stinson,1.2666666666666668,0.4333333333333333,0.16666666666666666,9
agusta bell,1.2666666666666666,0.26666666666666666,0.0,12
mcdonnell douglas heli co,1.2583333333333333,0.35833333333333334,0.09999999999999999,14
mbb,1.2536231884057971,0.3858695652173913,0.1322463768115942,128
bushby,1.25,0.3125,0.0625,13
andrews,1.25,0.5,0.25,3
ulrich christen,1.25,0.25,0.0,4
northrop,1.25,0.375,0.125,11
burton,1.25,0.375,0.125,6
american champion (acac),1.25,0.3333333333333333,0.08333333333333333,9
teal,1.25,0.25,0.0,3
aviat aircraft inc.,1.25,0.25,0.0,3
aeropro cz,1.25,0.375,0.125,6
"erickson air-crane, inc.",1.25,0.5,0.25,4
crosley,1.25,0.25,0.0,3
scaled composites,1.25,0.25,0.0,3
ams flight,1.25,0.25,0.0,4
wizard,1.25,0.25,0.0,4
head balloons inc.,1.25,0.5416666666666666,0.29166666666666663,7
hawker,1.25,0.25,0.0,8
convair div. of gen. dynamics,1.25,0.75,0.5,4
wells,1.25,0.25,0.0,4
north wing,1.25,0.3,0.05,14
lancair company,1.25,0.5166666666666666,0.2666666666666667,17
weiss,1.25,0.5,0.25,4
found acft,1.25,0.75,0.5,4
iniziative industriali italian,1.25,0.25,0.0,3
stephenson,1.25,0.25,0.0,4
rockwell commander,1.25,0.25,0.0,4
lancair,1.25,0.3277777777777778,0.07777777777777777,51
hill,1.25,0.25,0.0,3
stephen,1.25,0.5,0.25,3
allen,1.25,0.25,0.0,6
mcilraith,1.25,0.25,0.0,4
black,1.25,0.5,0.25,3
robinson helicopter co,1.25,0.29545454545454547,0.045454545454545456,20
ted smith,1.25,0.25,0.0,3
socata,1.247584541062802,0.3328502415458937,0.08526570048309177,178
bell helicopter textron canada,1.2472222222222222,0.38055555555555554,0.13333333333333333,27
dehavilland,1.2407000407000406,0.43325193325193323,0.19255189255189256,190
consolidated-vultee,1.2366666666666668,0.39666666666666667,0.16,32
nanchang,1.2361111111111112,0.3333333333333333,0.09722222222222221,22
pterodactyl,1.2307692307692308,0.2692307692307692,0.038461538461538464,14
adams,1.23,0.5016666666666667,0.27166666666666667,53
mitchell,1.2272727272727273,0.22727272727272727,0.0,16
gulfstream,1.2266855125550777,0.3620673408716887,0.1353818283166109,237
cessna aircraft,1.225,0.265,0.04,26
piccard,1.2222222222222223,0.5462962962962963,0.32407407407407407,21
american aerolights,1.2222222222222223,0.2222222222222222,0.0,10
beech aircraft corporation,1.222222222222222,0.2222222222222222,0.0,6
classic aircraft corp,1.222222222222222,0.5555555555555555,0.3333333333333333,9
aerospatiale,1.2205978758235878,0.463302074563891,0.24270419874030316,2389
grob,1.2142857142857142,0.35714285714285715,0.14285714285714285,10
evolution trikes,1.2,0.3,0.1,8
extra,1.2,0.27999999999999997,0.08,22
breezy,1.2,0.4,0.2,8
parker,1.2,0.2,0.0,5
gray,1.2,0.3,0.1,8
tecnam,1.2,0.4,0.2,10
white,1.2,0.6,0.4,6
stevens,1.2,0.3,0.1,8
hawker beechcraft,1.1944444444444444,0.19444444444444445,0.0,30
sukhoi,1.1933333333333331,0.26666666666666666,0.07333333333333333,139
classic aircraft corp.,1.1904761904761905,0.47619047619047616,0.2857142857142857,17
air command,1.1875,0.1875,0.0,17
steen,1.1875,0.25,0.0625,12
zlin,1.1875,0.3125,0.125,7
"head balloons, inc.",1.1814814814814814,0.5537037037037037,0.3722222222222222,29
evektor aerotechnik,1.1666666666666667,0.16666666666666666,0.0,4
gulfstream american corp,1.1666666666666667,0.16666666666666666,0.0,9
thurston,1.1666666666666667,0.16666666666666666,0.0,4
watson,1.1666666666666667,0.16666666666666666,0.0,4
glaser dirks,1.1666666666666667,0.16666666666666666,0.0,4
airmass,1.1666666666666667,0.16666666666666666,0.0,6
morgan,1.1666666666666667,0.16666666666666666,0.0,4
gardner,1.1666666666666667,0.3333333333333333,0.16666666666666666,9
vans aircraft inc,1.1666666666666667,0.16666666666666666,0.0,7
reims,1.1666666666666667,0.2222222222222222,0.05555555555555555,18
"piper aircraft, inc.",1.1666666666666667,0.16666666666666666,0.0,5
nanchang china,1.1666666666666667,0.25,0.08333333333333333,12
monocoupe,1.1666666666666667,0.3333333333333333,0.16666666666666666,4
tl ultralight sro,1.1666666666666667,0.16666666666666666,0.0,6
aerofab inc,1.1666666666666665,0.16666666666666666,0.0,6
the boeing company,1.1641025641025642,0.5,0.33589743589743587,196
teratorn,1.1428571428571428,0.42857142857142855,0.2857142857142857,11
dassault,1.1412820512820514,0.46871794871794875,0.3274358974358974,47
barnes,1.140952380952381,0.5261904761904762,0.3852380952380952,47
britten-norman,1.1365060286935287,0.40050747863247865,0.2640014499389499,146
dassault aviation,1.1333333333333333,0.4333333333333334,0.3,13
lindstrand,1.1319444444444444,0.48152777777777783,0.3495833333333333,52
thunder & colt ltd,1.125,0.375,0.25,8
firefly balloons inc,1.125,0.375,0.25,8
cessna aircraft company,1.125,0.125,0.0,18
learjet inc,1.125,0.3125,0.1875,21
eurocopter france,1.1212406015037595,0.5031328320802005,0.38189223057644106,75
american champion aircraft,1.12,0.35333333333333333,0.2333333333333333,44
pilatus,1.1168765577856485,0.3333333333333333,0.21645677554768464,146
m7aero,1.1111111111111112,0.1111111111111111,0.0,9
bede aircraft,1.1111111111111112,0.1111111111111111,0.0,10
avions robin,1.111111111111111,0.1111111111111111,0.0,6
agusta,1.1085119047619048,0.3379761904761905,0.22946428571428573,142
quest aircraft company llc,1.1,0.3,0.2,12
boeing vertol,1.1,0.2,0.1,11
cirrus design corporation,1.0952380952380953,0.19047619047619047,0.09523809523809523,18
vickers,1.0952380952380951,0.2142857142857143,0.11904761904761905,30
raven,1.0901847718253967,0.48559647817460316,0.39541170634920636,239
head balloons inc,1.0892857142857144,0.36904761904761907,0.27976190476190477,19
cameron,1.0854213385319174,0.4643026671065692,0.3788813285746518,273
sproul,1.0833333333333335,0.41666666666666663,0.3333333333333333,5
general balloon,1.0833333333333333,0.4166666666666667,0.3333333333333333,20
aviat inc,1.0833333333333333,0.2916666666666667,0.20833333333333334,10
varieze,1.0833333333333333,0.08333333333333333,0.0,9
challenger,1.0833333333333333,0.16666666666666666,0.08333333333333333,14
raytheon,1.082954822954823,0.294969474969475,0.21201465201465203,70
mitsubishi,1.0786475320721896,0.17217873450750165,0.09353120243531202,214
"smith, ted aerostar",1.073611111111111,0.14930555555555555,0.07569444444444444,46
commander,1.0674931129476584,0.21487603305785125,0.14738292011019283,58
dassault-breguet,1.0666666666666669,0.30666666666666664,0.24,39
s.n.i.a.s.,1.0666666666666669,0.4,0.3333333333333333,16
quad city,1.0666666666666667,0.23333333333333334,0.16666666666666666,21
britten norman,1.0638095238095238,0.24595238095238098,0.18214285714285713,71
learjet,1.0509648814406813,0.23313020039845306,0.1821653189577718,215
avian balloon,1.0476190476190477,0.5535714285714285,0.5059523809523809,36
convair,1.0439655613135406,0.3732233610640173,0.3292577997504768,301
cameron balloons us,1.0344758416186988,0.35260057402914546,0.3181247324104467,103
pilatus aircraft ltd,1.0333333333333334,0.18333333333333335,0.15,31
eurocopter deutschland,1.027777777777778,0.4305555555555555,0.40277777777777773,20
piper aircraft corporation,1.025,0.125,0.1,22
beechcraft,1.0182072829131652,0.1750700280112045,0.1568627450980392,44
fairchild,1.0123848534498812,0.3688486439155271,0.3564637904656458,1069
aero vodochody,1.011111111111111,0.1,0.08888888888888888,26
aerostar international,1.0096296296296297,0.4192592592592593,0.4096296296296296,55
aerostar,1.0088952293497748,0.4189464996283178,0.410051270278543,305
gates learjet,1.006664659239185,0.29261266686740944,0.2859480076282244,220
rhoades,1.0,0.0,0.0,1
quicksilver mfg,1.0,0.5,0.5,2
quiksilver,1.0,0.0,0.0,1
repliea 78 ral,1.0,0.0,0.0,1
"quitzau, carl",1.0,0.0,0.0,1
raymond bristow,1.0,0.0,0.0,1
reinboldt richard a,1.0,0.0,0.0,2
pro star,1.0,0.0,0.0,2
purvis,1.0,0.0,0.0,1
reims-cessna,1.0,0.0,0.0,2
ratcliffe john a,1.0,0.0,0.0,1
ratliff,1.0,0.0,0.0,1
raven aircraft corppration,1.0,0.0,0.0,2
reid,1.0,0.0,0.0,1
ray aerial spraying,1.0,0.0,0.0,1
reichert,1.0,0.0,0.0,1
probst,1.0,0.0,0.0,1
puhl,1.0,0.0,0.0,1
raymond z brown,1.0,0.0,0.0,1
r.o. and d.o hewitt,1.0,0.0,0.0,2
pterodactyl/lambert,1.0,0.0,0.0,1
reichel,1.0,0.0,0.0,1
pteradactyl,1.0,0.0,0.0,1
prue standard,1.0,0.0,0.0,1
raz-mut,1.0,0.0,0.0,1
rehler,1.0,0.0,0.0,1
"reher, kent o.",1.0,0.0,0.0,1
reay,1.0,0.0,0.0,1
rebholz,1.0,0.0,0.0,1
prout,1.0,0.0,0.0,2
redd tom,1.0,0.0,0.0,1
reder,1.0,0.0,0.0,2
reitz,1.0,0.0,0.0,1
pushkar,1.0,0.0,0.0,1
remos aircraft gmbh flugzeugba,1.0,0.0,0.0,2
remote sensing,1.0,0.0,0.0,2
r.p. williams,1.0,0.0,0.0,1
r.w. sherman,1.0,0.0,0.0,1
poskus,1.0,0.0,0.0,1
post,1.0,0.5,0.5,2
poulin l/cullen d,1.0,0.0,0.0,2
radford,1.0,0.0,0.0,1
powell,1.0,0.0,0.0,1
powrachute corp,1.0,0.5,0.5,2
qualline,1.0,0.0,0.0,2
praker thorp,1.0,0.0,0.0,1
quadcity,1.0,0.0,0.0,1
quad city ultralights,1.0,0.0,0.0,2
quad city ultralight corp,1.0,0.0,0.0,1
ramsey,1.0,0.0,0.0,1
preiss vans,1.0,0.5,0.5,2
quad city ultralight aircraft,1.0,0.16666666666666666,0.16666666666666666,4
rand engineering,1.0,0.0,0.0,1
prescot e. wilkie,1.0,0.0,0.0,1
randal c reimer,1.0,0.0,0.0,2
quad city aircraft,1.0,0.5,0.5,2
replogle,1.0,0.0,0.0,2
randall w grandpre,1.0,0.5,0.5,2
rans inc,1.0,0.0,0.0,3
rans inc.,1.0,0.0,0.0,2
pzl okecie,1.0,0.0,0.0,1
ragle,1.0,0.0,0.0,2
107.5 flying corporation,1.0,0.0,0.0,1
rich,1.0,0.0,0.0,2
truckee meadows,1.0,0.0,0.0,1
uhley-mason,1.0,0.0,0.0,1
tyler ives,1.0,0.0,0.0,1
twitchell,1.0,0.0,0.0,2
twin commander acft. corp.,1.0,0.0,0.0,3
twibell,1.0,0.0,0.0,1
twenty second street llc,1.0,0.5,0.5,2
turkan,1.0,0.0,0.0,1
turck g l/duflo j t,1.0,0.0,0.0,1
tullis,1.0,0.0,0.0,2
tukan,1.0,0.0,0.0,1
trusty,1.0,0.0,0.0,1
tromsness enterprises inc,1.0,0.0,0.0,1
"vavra, martin a.",1.0,0.0,0.0,1
trom wayne,1.0,0.0,0.0,2
trikes,1.0,0.0,0.0,1
trike,1.0,0.0,0.0,2
trice,1.0,0.0,0.0,1
trenti,1.0,0.0,0.0,1
trendak,1.0,0.0,0.0,1
trella,1.0,0.0,0.0,1
"townsend, h.l.",1.0,0.0,0.0,1
toussaint/quad city,1.0,0.0,0.0,1
tomei,1.0,0.0,0.0,1
toman,1.0,0.0,0.0,2
ultimate,1.0,0.5,0.5,2
ultra magic,1.0,0.5,0.5,2
ultraclassics,1.0,0.0,0.0,1
ultraflight,1.0,0.0,0.0,1
vanwinkle,1.0,0.0,0.0,1
vangorden,1.0,0.0,0.0,1
vanek,1.0,0.0,0.0,1
vanbenthuysen john,1.0,0.0,0.0,1
van's/fish,1.0,0.0,0.0,1
van horn,1.0,0.0,0.0,1
van heeswyk,1.0,0.0,0.0,1
"valley adventurers, inc.",1.0,0.0,0.0,1
valenza,1.0,0.0,0.0,1
valentin gmb h,1.0,0.0,0.0,1
vaden,1.0,0.0,0.0,1
us light aircraft corp,1.0,0.0,0.0,2
urban air sro,1.0,0.0,0.0,2
upton,1.0,0.0,0.0,5
upright,1.0,0.0,0.0,1
university of alabama,1.0,0.0,0.0,1
universal globe,1.0,0.0,0.0,1
universal,1.0,0.0,0.0,1
united consultants,1.0,0.0,0.0,2
united consultant corp.,1.0,0.0,0.0,2
ultralight ufm,1.0,0.0,0.0,1
ultralight soaring,1.0,0.0,0.0,1
ultralight engineering,1.0,0.0,0.0,1
tom kilgore,1.0,0.0,0.0,1
toevs,1.0,0.0,0.0,1
todd,1.0,0.5,0.5,2
takemoto,1.0,0.0,0.0,1
t.r. bristol,1.0,0.5,0.5,2
"swift museum foundation, inc.",1.0,0.0,0.0,2
swich,1.0,0.0,0.0,1
swertfeger,1.0,0.0,0.0,1
swearingen t r/masters w,1.0,0.0,0.0,1
swanson/bensen,1.0,0.0,0.0,1
swanningson,1.0,0.0,0.0,1
svensson,1.0,0.0,0.0,2
surline,1.0,0.0,0.0,2
superior,1.0,0.0,0.0,1
sullivan,1.0,0.0,0.0,1
stutesman charles lee,1.0,0.0,0.0,1
stump bradley,1.0,0.0,0.0,2
stuhlmiller robert,1.0,0.0,0.0,1
stucky steven d,1.0,0.0,0.0,1
stuart,1.0,0.0,0.0,2
strout frank,1.0,0.0,0.0,2
stroup robert,1.0,0.5,0.5,2
stratton,1.0,0.0,0.0,1
stracener experimental,1.0,0.0,0.0,1
storm fury,1.0,0.0,0.0,1
storch aviation australia pty,1.0,0.0,0.0,2
stoopin,1.0,0.0,0.0,2
tailwind,1.0,0.0,0.0,1
tandem,1.0,0.0,0.0,2
timothy j cowper,1.0,0.0,0.0,1
tapaszy,1.0,0.0,0.0,1
timothy c williams,1.0,0.0,0.0,2
tillman,1.0,0.0,0.0,1
tierra ii,1.0,0.5,0.5,2
thunder mustang,1.0,0.0,0.0,1
thunder & colt,1.0,0.5,0.5,2
"thorp aero, inc.",1.0,0.5,0.5,2
thornton,1.0,0.0,0.0,2
thompson bruce d,1.0,0.0,0.0,1
thomas david w,1.0,0.5,0.5,2
thomas c sikes,1.0,0.0,0.0,1
thocker,1.0,0.0,0.0,2
texas air ventures inc,1.0,0.0,0.0,1
test,1.0,0.0,0.0,1
tessier,1.0,0.0,0.0,1
tesori,1.0,0.0,0.0,1
teschendorf,1.0,0.0,0.0,1
terpstra,1.0,0.0,0.0,1
teratorn acft inc.,1.0,0.0,0.0,1
tedford,1.0,0.0,0.0,1
techno avia,1.0,0.0,0.0,1
taylor titch,1.0,0.0,0.0,1
taylor lonsdale,1.0,0.0,0.0,2
taylor air command,1.0,0.0,0.0,1
varga aircraft corp.,1.0,0.0,0.0,2
veatch,1.0,0.0,0.0,2
rich harry a,1.0,0.0,0.0,1
woehrle,1.0,0.0,0.0,2
wooters,1.0,0.0,0.0,3
woodward harold l,1.0,0.0,0.0,2
woodstock,1.0,0.0,0.0,1
woods rufus iii,1.0,0.0,0.0,1
woodrow stolp-adams,1.0,0.0,0.0,1
woodrow s.a.,1.0,0.0,0.0,1
wood-oldfield,1.0,0.0,0.0,1
wondrasek,1.0,0.0,0.0,1
wolter,1.0,0.0,0.0,1
wolfe,1.0,0.0,0.0,3
wohlers,1.0,0.0,0.0,3
wm. d. butterill mustang,1.0,0.0,0.0,1
veith,1.0,0.0,0.0,1
witts & church,1.0,0.0,0.0,1
wittman tailwind,1.0,0.5,0.5,2
wittman,1.0,0.0,0.0,5
winters,1.0,0.0,0.0,1
wingtip to wingtip llc,1.0,0.3333333333333333,0.3333333333333333,12
wing john r,1.0,0.0,0.0,1
wing aircraft,1.0,0.0,0.0,2
wing,1.0,0.0,0.0,2
windler,1.0,0.0,0.0,1
wind ryder,1.0,0.0,0.0,1
wilson william m,1.0,0.0,0.0,1
"wootton, john",1.0,0.0,0.0,1
world wide industries,1.0,0.5,0.5,2
worldwide aero corp,1.0,0.6666666666666666,0.6666666666666666,3
wormley,1.0,0.5,0.5,2
zorn,1.0,0.0,0.0,1
zivko aeronautics inc.,1.0,0.0,0.0,1
zivko aeronautics inc,1.0,0.0,0.0,4
zidek,1.0,0.0,0.0,2
zhuhai helicopter co.,1.0,0.2857142857142857,0.2857142857142857,7
zenith aircraft co,1.0,0.0,0.0,1
zenair ltd,1.0,0.25,0.25,7
zank,1.0,0.0,0.0,1
york ronald j,1.0,0.0,0.0,1
yates,1.0,0.0,0.0,1
yarnell,1.0,0.0,0.0,1
"yaple, robert g.",1.0,0.0,0.0,2
yakovlev/chinnery,1.0,0.0,0.0,1
xtremeair gmbh,1.0,0.0,0.0,1
x-air llc,1.0,0.0,0.0,1
wsk-pzl mielec,1.0,0.0,0.0,1
wsk pzl krosno,1.0,0.5,0.5,4
wroblewski,1.0,0.0,0.0,2
wright b flyer inc,1.0,0.0,0.0,2
wright,1.0,0.0,0.0,2
wren ronnie d,1.0,0.0,0.0,2
"wrb associates, llc.",1.0,0.0,0.0,1
worthington donald wayne,1.0,0.0,0.0,1
willkins-wayne,1.0,0.0,0.0,1
willis,1.0,0.0,0.0,1
williams myron g,1.0,0.0,0.0,1
waspair tomcat,1.0,0.0,0.0,1
warren-thomas,1.0,0.0,0.0,1
warren,1.0,0.0,0.0,1
"warner, david b.",1.0,0.0,0.0,1
war replicas,1.0,0.0,0.0,1
wampole,1.0,0.0,0.0,1
waltermire,1.0,0.5,0.5,2
walter w. bell,1.0,0.0,0.0,1
walter r. penney,1.0,0.0,0.0,1
walter j collie,1.0,0.0,0.0,1
walsh philip j,1.0,0.0,0.0,1
walling,1.0,0.0,0.0,1
wallace,1.0,0.0,0.0,1
waldron,1.0,0.0,0.0,1
wagaero,1.0,0.0,0.0,2
wag-aero,1.0,0.0,0.0,1
wag-a-bond traveller,1.0,0.0,0.0,1
wag aero,1.0,0.5,0.5,2
"w.s. bowers, jr.",1.0,0.0,0.0,2
villine's,1.0,0.5,0.5,2
villarubia,1.0,0.0,0.0,1
via inc,1.0,0.0,0.0,2
vertical unlimited llc,1.0,0.0,0.0,1
vermeys,1.0,0.0,0.0,1
warth dennis j,1.0,0.0,0.0,1
waters peter t,1.0,0.0,0.0,1
williams christopher t,1.0,0.0,0.0,1
weatherly aviation company inc,1.0,0.0,0.0,1
william sargent,1.0,0.0,0.0,2
william p. bouda,1.0,0.5,0.5,2
william mc glumphy,1.0,0.0,0.0,1
william j. knowles,1.0,0.0,0.0,2
william bovard,1.0,0.0,0.0,1
wildman,1.0,0.25,0.25,3
wilderoder,1.0,0.0,0.0,2
wilburn,1.0,0.0,0.0,1
wiggins,1.0,0.0,0.0,1
wicks air center llc,1.0,0.0,0.0,2
whitty,1.0,0.0,0.0,1
whittman tailwind,1.0,0.25,0.25,3
whittaker,1.0,0.0,0.0,1
whitehead,1.0,0.0,0.0,1
"wheeler technology, inc.",1.0,0.0,0.0,3
weyerts,1.0,0.0,0.0,1
westcott,1.0,0.25,0.25,3
wernega,1.0,0.0,0.0,1
wells/rand,1.0,0.0,0.0,2
wells elgin m,1.0,0.0,0.0,1
