Make,Risk Score,Injury Rate,Survival Rate,Total Person
keil,1.0,0.0,0.0,1
harvey j brock,1.0,0.0,0.0,2
keen,1.0,0.0,0.0,1
keeley/tidd,1.0,0.0,0.0,1
kecskes,1.0,0.0,0.0,1
kevin leue,1.0,0.0,0.0,2
kidd chris,1.0,0.0,0.0,1
kearns,1.0,0.5,0.5,2
killgore,1.0,0.0,0.0,1
kociemba robert h,1.0,0.0,0.0,2
knoepflein,1.0,0.0,0.0,1
knight,1.0,0.0,0.0,1
"harper, jack m.",1.0,0.5,0.5,2
knell,1.0,0.0,0.0,1
harper/cricri,1.0,0.0,0.0,1
koons-donald,1.0,0.0,0.0,1
klotz,1.0,0.0,0.0,2
harold w bruce,1.0,0.0,0.0,1
harold j. eagen,1.0,0.0,0.0,1
koval,1.0,0.0,0.0,1
klingberg miniplane,1.0,0.0,0.0,1
harms robert m,1.0,0.0,0.0,2
klemme william h,1.0,0.0,0.0,1
klasing,1.0,0.0,0.0,1
klapp peter a,1.0,0.0,0.0,1
harris-runyan,1.0,0.0,0.0,2
harry l. weber,1.0,0.0,0.0,1
harry tomlinson,1.0,0.0,0.0,1
harshbarger w/reed,1.0,0.0,0.0,1
klaas development inc,1.0,0.0,0.0,1
kitfox iv,1.0,0.5,0.5,2
kit built (rotorway),1.0,0.0,0.0,1
hart-thorp,1.0,0.0,0.0,1
kirner,1.0,0.0,0.0,1
kraft,1.0,0.0,0.0,2
kircher,1.0,0.0,0.0,1
kimbal,1.0,0.0,0.0,1
killian,1.0,0.0,0.0,1
keating,1.0,0.0,0.0,1
koen lancair,1.0,0.0,0.0,2
keaggy-david,1.0,0.0,0.0,2
john w. culp,1.0,0.0,0.0,1
jordan john,1.0,0.0,0.0,2
jordan bruce c,1.0,0.0,0.0,1
"haseloh, d. w.",1.0,0.5,0.5,2
jones ralph d,1.0,0.0,0.0,1
johnston douglas s,1.0,0.0,0.0,1
johnston,1.0,0.5,0.5,2
kosch,1.0,0.5,0.5,2
johnson-rand,1.0,0.0,0.0,1
"johnson, douglas l.",1.0,0.0,0.0,1
johnson walter a,1.0,0.0,0.0,1
johnson david earl,1.0,0.0,0.0,1
johnny f anderson,1.0,0.5,0.5,2
hawker beech,1.0,0.0,0.0,4
john t. simpson,1.0,0.0,0.0,1
joseph p. frasca,1.0,0.0,0.0,1
hawker beechcraft corp.,1.0,0.0,0.0,8
kostrazewa andre,1.0,0.0,0.0,2
john s. hickey,1.0,0.0,0.0,1
john patrick coleman,1.0,0.0,0.0,1
john m corneal,1.0,0.0,0.0,1
krejci,1.0,0.0,0.0,1
john h. logan,1.0,0.0,0.0,2
krowell,1.0,0.0,0.0,2
johannes-robert,1.0,0.0,0.0,1
joel k. senter,1.0,0.0,0.0,1
hawker-beechcraft corporation,1.0,0.0,0.0,1
jodel,1.0,0.0,0.0,3
jm kemp,1.0,0.0,0.0,2
jorgensen,1.0,0.0,0.0,1
jonker sailplanes,1.0,0.0,0.0,1
kory g. cornum,1.0,0.0,0.0,2
jurmu,1.0,0.0,0.0,1
hatz,1.0,0.5,0.5,2
just aircraft,1.0,0.5,0.5,2
k. w. jeffers,1.0,0.0,0.0,1
kawasaki heavy industries ltd.,1.0,0.0,0.0,1
hawker aircraft ltd.,1.0,0.0,0.0,1
kallansrud/pitts,1.0,0.0,0.0,1
kamtz,1.0,0.0,0.0,2
hatcher roderick r,1.0,0.5,0.5,2
korzep,1.0,0.0,0.0,1
jurka,1.0,0.0,0.0,1
kaylor j e/strahlmann r l,1.0,0.0,0.0,1
kaman aerospace corp,1.0,0.0,0.0,1
jurca,1.0,0.0,0.0,2
judr zdenek prazdny,1.0,0.0,0.0,1
hastings thomas g,1.0,0.0,0.0,4
joy,1.0,0.0,0.0,2
kawasaki,1.0,0.08333333333333333,0.08333333333333333,12
firefly,0.9948979591836735,0.3656462585034013,0.3707482993197279,22
avian,0.9845238095238095,0.3619047619047619,0.3773809523809524,31
aerostar international inc,0.9836996336996336,0.4167332667332667,0.433033633033633,64
cameron balloon,0.9772727272727273,0.5,0.5227272727272727,13
diamond aircraft,0.9722222222222222,0.3611111111111111,0.38888888888888884,10
cameron balloons,0.9660624098124099,0.36954365079365076,0.40348124098124094,128
de havilland,0.9616385869398447,0.28408706438941117,0.32244847744956645,2242
neiva,0.9555555555555556,0.12222222222222223,0.16666666666666666,13
hawker-beechcraft,0.9523809523809524,0.14285714285714285,0.19047619047619047,9
swearingen,0.9516549669800444,0.3023665246575463,0.35071155767750195,380
balloon works,0.947059586504031,0.3671758899536677,0.4201163034496368,498
lindstrand balloons,0.9451914098972923,0.28445802563449624,0.33926661573720396,85
columbia aircraft mfg,0.9444444444444445,0.0,0.05555555555555555,12
aerostar international inc.,0.9358974358974358,0.3641025641025641,0.4282051282051282,26
arbc inc dba lindstrand,0.9345238095238096,0.37103174603174605,0.4365079365079365,20
yakovlev,0.9343434343434343,0.1919191919191919,0.25757575757575757,53
israel aircraft industries,0.9311904761904762,0.1757142857142857,0.2445238095238095,78
curtis-wright,0.9298245614035089,0.25438596491228066,0.3245614035087719,23
mil,0.9230769230769231,0.38461538461538464,0.46153846153846156,13
raytheon corporate jets,0.9222222222222222,0.2222222222222222,0.3,29
bae,0.9164913019079685,0.15554854096520765,0.23905723905723905,138
canadair,0.9106824539686887,0.23394955923290983,0.32326710526422114,456
gibbs,0.9,0.1,0.2,6
"firefly balloons, inc",0.9,0.1,0.2,10
amateur construction,0.9,0.0,0.1,8
galaxy,0.9,0.325,0.425,9
nord aviation,0.9,0.03333333333333333,0.13333333333333333,30
raven industries,0.9,0.225,0.325,9
watkins,0.9,0.1,0.2,6
gates learjet corp.,0.888888888888889,0.1111111111111111,0.2222222222222222,17
national ballooning,0.875,0.375,0.5,6
rodgers,0.875,0.125,0.25,6
vultee,0.875,0.0,0.125,6
firefly balloons,0.8705808080808082,0.2815656565656566,0.4109848484848485,27
mil design bureau,0.8461538461538461,0.15384615384615385,0.3076923076923077,13
thunder and colt,0.843280204643841,0.3523809523809524,0.5091007477371113,137
national balloon,0.8333333333333334,0.41666666666666663,0.5833333333333333,5
short bros.,0.8333333333333334,0.16666666666666666,0.3333333333333333,4
aero vodochody aero. works,0.8333333333333334,0.0,0.16666666666666666,11
textron aviation,0.8333333333333334,0.16666666666666666,0.3333333333333333,13
balloon works inc,0.8333333333333334,0.16666666666666666,0.3333333333333333,12
sturges,0.8333333333333334,0.0,0.16666666666666666,7
noorduyn aviation,0.8333333333333334,0.16666666666666666,0.3333333333333333,6
grumman aircraft eng corp,0.8333333333333334,0.16666666666666666,0.3333333333333333,4
cameron balloons u s,0.8125,0.0625,0.25,16
strategie ballloon co.,0.8,0.2,0.4,5
thunder & colt airborne amer,0.8,0.2,0.4,10
hughes/helicopter assocs inc,0.8,0.4,0.6,5
kepple,0.8,0.2,0.4,5
linstrand,0.8,0.2,0.4,10
pzl swidnik,0.8,0.4,0.6,5
mcdonnell douglas helicopter c,0.8,0.4,0.6,5
avions max holste,0.8,0.2,0.4,5
ultramagic sa,0.794895104895105,0.15878787878787878,0.36389277389277386,61
government aircraft fact (gaf),0.7886904761904762,0.14583333333333331,0.35714285714285715,23
pac,0.7857142857142857,0.07142857142857142,0.2857142857142857,14
comp air,0.7857142857142857,0.07142857142857142,0.2857142857142857,8
viking air limited,0.7826086956521738,0.08695652173913043,0.30434782608695654,23
raven industries inc,0.7777777777777779,0.1111111111111111,0.3333333333333333,9
aviocar casa,0.7777777777777779,0.1111111111111111,0.3333333333333333,18
airborne america,0.7777777777777779,0.1111111111111111,0.3333333333333333,9
airvan,0.7777777777777778,0.2222222222222222,0.4444444444444444,9
douglas,0.7740807909200453,0.2223539790652549,0.4482731881452096,7437
saab,0.7737733627959191,0.1342092013708555,0.36043583857493633,354
gulfstream aerospace,0.7701298701298701,0.28928571428571426,0.5191558441558441,64
"thunder balloons, ltd.",0.763888888888889,0.18055555555555555,0.41666666666666663,13
ultramagic,0.7586524586524587,0.16537906537906538,0.4067266067266067,136
fairchild industries,0.75,0.0,0.25,12
kerner,0.75,0.25,0.5,4
reims aviation,0.75,0.0,0.25,10
agustawestland spa,0.75,0.125,0.375,8
hamburger flugzeugbau (hfb),0.75,0.0,0.25,5
balony kubicek spol,0.75,0.125,0.375,8
bainbridge,0.75,0.0,0.25,4
bachman,0.75,0.25,0.5,4
valentin,0.75,0.0,0.25,4
potez-air fouga,0.75,0.0,0.25,4
lockheed,0.7214849714685098,0.16965806712715878,0.448173095658649,6416
british aircraft corp. (bac),0.7211671669360424,0.2576194874163011,0.5364523204802586,240
casa,0.6978103732359051,0.17351063829787233,0.47570026506196716,195
ultramagic s a,0.6842105263157895,0.10526315789473684,0.42105263157894735,19
short brothers,0.6746492269698976,0.20842501822871093,0.5337757912588132,377
engel,0.6711155342416335,0.11418886499067517,0.4430733307490417,853
grum amer,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
fairchild-heliporter,0.6666666666666667,0.1111111111111111,0.4444444444444444,9
"aerostar international, inc.",0.6666666666666667,0.3333333333333333,0.6666666666666666,3
ervin rex h,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
schaffer-provencher,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
ertz mark g,0.6666666666666667,0.0,0.3333333333333333,3
lciv llc,0.6666666666666667,0.0,0.3333333333333333,3
ringsdorf-mcconnell,0.6666666666666667,0.0,0.3333333333333333,6
prudhomme,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
aerostar-raven,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
shepard,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
raytheon co,0.6666666666666667,0.0,0.3333333333333333,3
beechcraft corporation,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
steward,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
aerotek inc,0.6666666666666667,0.0,0.3333333333333333,3
pzl bielsko,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
wilkinson lorin l,0.6666666666666667,0.0,0.3333333333333333,3
john steven caturia,0.6666666666666667,0.0,0.3333333333333333,3
mazurek keith p,0.6666666666666667,0.0,0.3333333333333333,3
spani wayne m,0.6666666666666667,0.0,0.3333333333333333,3
michael l. luckey,0.6666666666666667,0.3333333333333333,0.6666666666666666,3
american yankee,0.6666666666666666,0.16666666666666666,0.5,6
antonov,0.6502347417840376,0.20187793427230047,0.5516431924882629,77
tupolev,0.6375021859908255,0.0019102196752626551,0.3644080336844371,509
kubicek,0.6353925282234106,0.1476919934640523,0.5122994652406417,101
jetstream,0.6342592592592592,0.12037037037037039,0.4861111111111111,44
british aerospace,0.6272707937733248,0.13321673102133103,0.5059459372480062,975
atr,0.6238509535047951,0.07261731467114725,0.44876636116635216,854
embraer,0.5994518078106481,0.12948547993488152,0.5300336721242334,4868
dornier,0.5967009660144251,0.17943550910702444,0.5827345430925993,364
mcdonnell douglas,0.5866048762922358,0.19453077089146403,0.6079258945992281,34612
bombardier,0.5811644557474553,0.12207570753500857,0.5409112517875532,1573
quest aircraft company,0.5714285714285714,0.14285714285714285,0.5714285714285714,7
pacific aerospace corp ltd,0.5714285714285714,0.0,0.42857142857142855,14
general atomics,0.5714285714285714,0.14285714285714285,0.5714285714285714,7
"firefly balloon, inc.",0.5555555555555556,0.0,0.4444444444444444,9
737,0.5383467278989666,0.028205128205128206,0.48985840030616146,329
ltv,0.506578947368421,0.07236842105263158,0.5657894736842105,152
ilyushin,0.504,0.002,0.498,252
boeing,0.5007888570090864,0.14705308955806737,0.6462642325489809,144170
landes/karich/schmidt,0.5,0.0,0.5,2
adams balloon,0.5,0.0,0.5,2
maniscalco,0.5,0.0,0.5,2
c a s a,0.5,0.0,0.5,2
adams dennis allen,0.5,0.0,0.5,2
yoder,0.5,0.0,0.5,2
sabreliner corp.,0.5,0.0,0.5,2
throckmorton matthew e,0.5,0.0,0.5,2
schafer rick w,0.5,0.25,0.75,4
piper/wally's flyers inc,0.5,0.0,0.5,2
silfvast,0.5,0.0,0.5,2
"emory w. greer, jr.",0.5,0.0,0.5,2
spectrum aeronautical llc,0.5,0.0,0.5,2
stolp-starduster too,0.5,0.0,0.5,2
starduster ii,0.5,0.25,0.75,4
nakajima,0.5,0.0,0.5,2
scottish aviation,0.5,0.0,0.5,6
helton,0.5,0.0,0.5,2
mingess-bennett,0.5,0.0,0.5,2
mckeehan james f,0.5,0.0,0.5,2
ensey,0.5,0.25,0.75,4
navickas,0.5,0.0,0.5,2
silveira jonathan a,0.5,0.25,0.75,4
bailey n moyes,0.5,0.0,0.5,2
mccutchan,0.5,0.0,0.5,2
aviation international rotors,0.5,0.0,0.5,2
ferguson william c,0.5,0.0,0.5,2
fokker,0.4989214676044706,0.09292464150920358,0.594003173904733,2324
saab-scania ab (saab),0.4773214724520196,0.05727718013300727,0.5799557076809877,788
airbus,0.46606446349540953,0.09984964677098718,0.6337851832755778,15091
construcciones aeronauticas,0.4545454545454546,0.0,0.5454545454545454,11
"sui ry, laurinen janne, kƒƒriƒ",0.45454545454545453,0.18181818181818182,0.7272727272727273,11
american blimp corp.,0.45454545454545453,0.18181818181818182,0.7272727272727273,11
"bombardier, inc.",0.44913166762869344,0.20425608496196732,0.7551244173332738,614
nihon,0.44663088849135363,0.056648777579010136,0.6100178890876565,84
bombardier canadair,0.4444444444444444,0.2222222222222222,0.7777777777777778,9
fairchild swearingen,0.4390476190476191,0.0419047619047619,0.6028571428571429,46
bac-aerospatiale,0.4225352112676056,0.0,0.5774647887323944,71
aerospace,0.4210526315789474,0.05263157894736842,0.631578947368421,19
goodyear aerospace,0.39999999999999997,0.2,0.8,5
boeing - canada (de havilland),0.3989583333333333,0.04895833333333333,0.65,47
embraer-empresa brasileira de,0.3719047619047619,0.13668767507002802,0.7647829131652661,421
saab-fairchild,0.3673163418290854,0.038980509745127435,0.671664167916042,52
bombardier inc,0.3557669876554226,0.052361497448454856,0.6965945097930323,1419
iar brasov,0.33333333333333337,0.0,0.6666666666666666,3
bunch eaa biplane,0.33333333333333337,0.0,0.6666666666666666,3
new standard,0.33333333333333326,0.16666666666666666,0.8333333333333334,6
airbus industrie,0.30340158213149987,0.034328967578328526,0.7309273854468286,16899
american blimp,0.25,0.0,0.75,4
airbus industries,0.24770642201834858,0.0,0.7522935779816514,109
boeing company,0.23529411764705885,0.11764705882352941,0.8823529411764706,170
aerospace tech. of australia,0.1333333333333333,0.0,0.8666666666666667,15
mcdonnell douglas aircraft co,0.12820512820512817,0.02564102564102564,0.8974358974358975,156
saab-scania,0.08064516129032255,0.04838709677419355,0.967741935483871,62
embraer s a,0.07604328281020013,0.038021641405100046,0.9619783585948999,223
mcdonnell-douglas,0.0709677419354839,0.035483870967741936,0.964516129032258,372
boeing of canada/dehav div,0.06060606060606058,0.030303030303030304,0.9696969696969697,33
embraer s.a.,0.02631578947368425,0.013157894736842105,0.9868421052631579,76
